ElementID	Dimension	Type Level 1	Type Level 2	Type Level 3	Type Level 4	Definition	Industry	Bildungsweg 1	Bildungsweg 2	Bildungsweg 3	Bildungsweg 4	Bildungsweg 5	Bildungsweg 6	Bildungsweg 7	Bildungsweg 8	Bildungsweg 9	Bildungsweg 10	Source	Connection SwissICT Model
1	knowledge			Operationen der Luftwaffe		Operationen, Verfahren und vorschriftsmäßiges Verhalten einer militärischen Luftwaffe und eines spezifischen Luftwaffenstützpunkts.												http://data.europa.eu/esco/skill/b5d82f65-8934-4cc2-8ced-2a23871d02e0	
1	knowledge			C++		Techniken und Grundsätze der Softwareentwicklung wie Analyse, Algorithmen, Programmierung, Testen und Kompilieren von Programmierparadigmen in C++.												http://data.europa.eu/esco/skill/b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f	
1	knowledge			Kaltziehprozesse Kaltziehverfahren		Die verschiedenen Arten der bei Raumtemperatur durchgeführten Ziehprozesse in der Metallbearbeitung, wie Drahtziehen, Rohrziehen, Abstreckziehen, Tiefziehen, Blechumformung, Drücken, Streckziehen.												http://data.europa.eu/esco/skill/b652c752-ef22-4648-9a30-afe8c4d20d6e	
1	knowledge			Kameraobjektive		Arten von Objektiven für fotografische Zwecke, wie Teleobjektive mit größerer Brennweite und stumpferem Brechungswinkeln für eine vergrößerte Ansicht und Weitwinkelobjektive mit kürzeren Brennweiten und spitzeren Brechungswinkeln für einen größeren Bildwinkel.												http://data.europa.eu/esco/skill/b664c3b7-5839-4805-8e2b-44e0a2c5a1f4	
1	knowledge			Beschichtungsanlageteile		Die verschiedenen Teile, Eigenschaften und Anwendungen einer Fertigungsmaschine, die Werkstücke mit einer mitunter schützenden Beschichtung versieht, wie Trommelentlader, Fülltrichter, Drehsieb, Spritzkabine, (Pulver-)Sprühpistolen, Trockenpatronensammler, Endfilter, Hochspannungs-Stromversorgung usw.												http://data.europa.eu/esco/skill/b674787e-e4fa-44d1-9ba7-045d3c882a62	
1	knowledge			Spielregeln im Sport		Regeln und Vorschriften für Sportarten wie Football, Fußball, Tennis usw.												http://data.europa.eu/esco/skill/b6e84c79-b9a3-415a-a1af-6149b3fba650	
1	knowledge			Terminologie		Lehre der Termini, ihrer Etymologie und ihrer Verwendung. Lehre von der Bedeutung von Wörtern abhängig vom Kontext, in dem sie verwendet werden, der Wortherkunft und der Entwicklung der Wörter im Laufe der Zeit.												http://data.europa.eu/esco/skill/b6f26b50-3914-46ff-8f88-3defb71e007a	
1	knowledge			Toxikologie		Die negativen Auswirkungen von Chemikalien auf lebende Organismen, ihre Dosis und Exposition.												http://data.europa.eu/esco/skill/b70ab677-5781-40b5-9198-d98f4a34310f	
1	knowledge			evidenzbasierte Krankenpflege		Grundsätze der Krankenpflege, die eine fundierte Entscheidungsfindung und Krankenpflege auf der Grundlage von nachgewiesenem klinischem Fachwissen und aktuellen Forschungsentwicklungen auf diesem Gebiet erfordern.												http://data.europa.eu/esco/skill/b729d6bc-326b-46cd-aa63-ea280024b116	
1	knowledge			Tanztherapie Tanz- und Bewegungstherapie		Einsatz von Tanz bei einer therapeutischen Behandlung zur Verbesserung des Selbstwert- und Körpergefühls des Patienten.												http://data.europa.eu/esco/skill/b734affd-dc9b-4d8f-9474-b09f933462f0	
1	knowledge			anorganische Chemie		Chemie aller kohlenstofffreien Verbindungen.												http://data.europa.eu/esco/skill/b74a4387-80dc-4d78-aab4-11215c86b1dc	
1	knowledge			Wahrscheinlichkeitstheorie Theorie der Stochastik		Teilgebiet der Mathematik, das sich mit der Untersuchung der Gesetzmäßigkeiten zufälliger Ereignisse befasst.												http://data.europa.eu/esco/skill/b758675a-b03b-4e4b-897c-57ca14b1a3d0	
1	knowledge			geologische Faktoren beim Flughafenbau		Geologische Merkmale im Hinblick auf die Bodenbedingungen und Fundamente eines Flughafens, die bei der Planung, dem potenziellen Bau und der Entwicklung eines Flughafens zu berücksichtigen sind.												http://data.europa.eu/esco/skill/b77342f7-8094-4566-aeb3-41e7237e8ff4	
1	knowledge			Kommunikationsstörungen		Unfähigkeit einer Person, Begriffe in verbaler, nonverbaler oder grafischer Form bei der Hör- und Sprachkommunikation zu verstehen, zu verarbeiten und auszutauschen.												http://data.europa.eu/esco/skill/b78a32fd-e99b-4b65-a01e-4b43b3b90167	
1	knowledge			Bathymetrie		Wissenschaftliche Disziplin zur Erforschung von Unterwassertopografien.												http://data.europa.eu/esco/skill/b7b1d2aa-c489-41c2-9fe3-9b237c0a79c3	
1	knowledge			Instrumentierungstechnik Messtechnik		Wissenschaftliche und technische Disziplin, die versucht, die Produktions- und Fertigungsprozessvariablen zu steuern. Der Schwerpunkt liegt auch auf der Entwicklung von Systemen mit erwünschten Verhaltensweisen. Diese Systeme verwenden eine eingebaute Sensorik zur Messung der Ausgabeleistung des überwachten Geräts.												http://data.europa.eu/esco/skill/b7b381f5-7de2-4f91-9a8f-524041cb47d9	
1	knowledge			Pharmakokinetik		Wissenschaft vom Umgang des Körpers mit Arzneimitteln nach der Verabreichung. Dazu gehören die Aufnahme des Arzneistoffes, die Verteilung sowie der chemische Um- und Abbau im Körper.												http://data.europa.eu/esco/skill/b7cd09b7-58d8-4f2e-87de-613ae629f270	
1	knowledge			Defibrillation		Verwendung und Einsatzbereiche halbautomatischer Defibrillatoren.												http://data.europa.eu/esco/skill/b7ff512a-8bce-4918-b11b-7c388892472c	
1	knowledge			Flugmeteorologie		Umgang mit den Auswirkungen des Wetters auf das Luftverkehrsmanagement. Erhebliche Veränderungen der Druck- und Temperaturwerte an Flughäfen können zu Schwankungen der Gegen- und Rückenwindkomponenten führen und die Sichtverhältnisse beeinträchtigen. Die Flugmeteorologie kann dazu beitragen, negative Auswirkungen auf das Luftverkehrsmanagement zu verringern, indem Störungen und die damit verbundenen veränderten Strömungsverhältnisse, Kapazitätsverluste und zusätzlichen Kosten zu verringern.												http://data.europa.eu/esco/skill/b80b624d-8fa5-4a88-a12f-9d56880eddef	
1	knowledge			"Kunststoffe Kunststoffmaterialien
synthetische Materialien"		Herstellung und Eigenschaften von Kunststoffen wie Kunstfasern, synthetischem Papier, Kunstharzen oder synthetischem Kautschuk.												http://data.europa.eu/esco/skill/b81a56c8-959d-45cf-a8b7-08227f84301f	
1	knowledge			Molekulargastronomie		"Die Analyse wissenschaftlicher Forschung im Bereich der Lebensmittelzubereitung. Verstehen, wie das Zusammenspiel zwischen Zutaten die Struktur und das Aussehen von Lebensmitteln verändern kann, z. B. durch die Schaffung unerwarteter Geschmacksrichtungen und Beschaffenheiten sowie durch die Entwicklung neuartiger Speiseerlebnisse.
	"												http://data.europa.eu/esco/skill/b856655a-ee98-481f-a5a3-b0abc45f6ad5	
1	knowledge			Methoden der Pflanzenernte		Verschiedene Methoden, Zeitpunkte und Geräte zur Ernte unterschiedlicher Kulturpflanzen.												http://data.europa.eu/esco/skill/b8931778-5f34-41a3-8200-b52357f70e74	
1	knowledge			Aktienmarkt Börsenmarkt		Markt, auf dem Aktien börsennotierter Unternehmen ausgegeben und gehandelt werden.												http://data.europa.eu/esco/skill/b895bd42-0009-4815-a150-eb9eb5caec21	
1	knowledge			zahnmedizinische Wissenschaft		Wissenschaften, auf denen die Zahnmedizin beruht, und wissenschaftliche Methoden, wie die Grundsätze der Messung biologischer Funktionen, die Bewertung wissenschaftlich festgestellter Sachverhalte und die Analyse von Daten.												http://data.europa.eu/esco/skill/b8990fac-b9d6-4c9a-980c-fd6753757106	
1	knowledge			Verpackungstechnik		Verfahren zur Verpackung oder zum Schutz von Erzeugnissen für Distribution, Lagerung und Verkauf.												http://data.europa.eu/esco/skill/b8ac179c-4a29-4467-9177-031daf1321d6	
1	knowledge			mikroelektronische mechanische Systeme		Miniaturisierte elektromechanische Systeme, die mittels Verfahren der Mikrofabrikation hergestellt werden. Mikroelektronische mechanische Systeme (MEMS) bestehen aus Mikrosensoren, Mikroaktoren, Mikrostrukturen und Mikroelektronik. MEMS können in einer Reihe von Geräten verwendet werden, wie Tintenstrahldruckköpfen, digitalen lichtbasierten Prozessoren, Kreiselinstrumenten in Smartphones, Beschleunigungssensoren für Airbags und Miniaturmikrofonen.												http://data.europa.eu/esco/skill/b8b2a035-38f0-4c0e-94ee-edefc266c643	
1	knowledge			"Softwarerahmenwerke für Mobilgeräte Software-Frameworks für mobile Endgeräte
Android-Softwarerahmenwerke
iOS-Softwarerahmenwerke
Software-Frameworks für Mobilgeräte
Software-Frameworks für tragbare Geräte
Softwarerahmenwerke für Handys
Framework-Software für mobile Endgeräte"		Programmierschnittstellen (APIs) wie Android, iOS und Windows Phone, über die Programmierer schnell und einfach Anwendungen für mobile Geräte entwickeln können.												http://data.europa.eu/esco/skill/b8c01891-e3df-4a4b-948d-95b45e1788f5	
1	knowledge			Hepatologie		Eigenschaften der Leber, Gallenwege, Gallenblase und Bauchspeicheldrüse sowie die Behandlung etwaiger Störungen.												http://data.europa.eu/esco/skill/b8e6eb75-7e0f-4836-83a8-93ef5f41cec0	
1	knowledge			FileMaker (Datenbankmanagementsysteme)		Computerprogramm zur Erstellung, Aktualisierung und Verwaltung von Datenbanken, das vom Softwareunternehmen FileMaker Inc. entwickelt wurde.												http://data.europa.eu/esco/skill/b8eb2517-37d8-43e6-9856-9c29d5c51fde	
1	knowledge			"Verfahren zur Wiedergewinnung von Wasser Wasserwiederverwendung
Wasserwiederverwertung"		Grundsätze für die Wiedergewinnung von Wasser in komplexen Kreislaufsystemen.												http://data.europa.eu/esco/skill/b970e437-2f8b-42e3-ae49-6718a0cca44f	
1	knowledge			elektrische Antriebe Elektroantriebe		Elektromechanische Systeme, die Elektromotoren zur Steuerung der Bewegung und der Prozesse von elektrischen Maschinen verwenden.												http://data.europa.eu/esco/skill/b979d9ae-37c2-4d1f-b8b8-7539f913cb19	
1	knowledge			okuläre Refraktion		Art der Durchführung klinischer Untersuchungen durch Verwendung eines Phoropters zur Feststellung der Fehlsichtigkeit des Auges.												http://data.europa.eu/esco/skill/b97f4aef-ccda-4d55-8587-d62be69755b2	
1	knowledge			psychologische Interventionen		Merkmale der Methoden und Verfahren zur Herbeiführung einer Veränderung des menschlichen Verhaltens.												http://data.europa.eu/esco/skill/b9b572bf-5e50-4588-8aa0-a42a49332467	
1	knowledge			Abfall- und Schrotterzeugnisse		Die angebotenen Abfälle und Schrottprodukte, ihre Funktionen, Eigenschaften sowie die rechtlichen und regulatorischen Auflagen.												http://data.europa.eu/esco/skill/b9f67432-0057-4247-aa84-469f8c53b39d	
1	knowledge			"BlackBerry Research In Motion BlackBerry
CrackBerry
RIM BlackBerry"		Systemsoftware mit Funktionen, Beschränkungen, Architekturen und anderen Merkmalen von Betriebssystemen für mobile Geräte.												http://data.europa.eu/esco/skill/ba04b19b-0b18-4d5c-b799-4db31a98e58d	
1	knowledge			elektrolytisches Passivierungsverfahren elektrolytischer Passivierungsprozess		Elektrolytisches Passivierungsverfahren in einem Ionisierungsgefäß, einschließlich Prozesskomponenten wie negative Kathoden, Sauerstoffausgasung, Wasserstoffausgasung, Gasentnahme durch Niederdruckluftzufuhr und Rauchabzug usw.												http://data.europa.eu/esco/skill/ba2cadad-8d63-4761-9435-adcc034747db	
1	knowledge			Fahrzeugtypgenehmigung		"Das Verfahren, mit dem bescheinigt wird, dass ein Fahrzeug oder seine Systeme und Bauteile die Anforderungen der geltenden Umwelt-, Verwaltungs- und technischen Normen sowie Vorschriften erfüllen.
	"												http://data.europa.eu/esco/skill/ba8b530e-8f6f-4667-b734-3358797c0595	
1	knowledge			Sozialversicherungsrecht		Rechtsvorschriften zum Schutz natürlicher Personen und zur Bereitstellung von Leistungen und Beihilfen, wie Krankenversicherungsleistungen, Leistungen bei Arbeitslosigkeit, Sozialprogrammen und sonstigen staatlichen Sozialversicherungsleistungen.												http://data.europa.eu/esco/skill/ba9260ba-1c8d-495e-94f1-f7cab7e73cea	
1	knowledge			Modeschmuck Fantasieschmuck		Materialien und Verfahren zur Herstellung von Modeschmuck sowie die Bearbeitung der Materialien.												http://data.europa.eu/esco/skill/ba96668e-afbb-46a6-aafc-f366e1b47d87	
1	knowledge			Metallwarenindustrie		Verschiedene Werkzeuge und Marken in der Metallwarenindustrie wie Elektrowerkzeuge.												http://data.europa.eu/esco/skill/bac209e9-d337-4312-9041-17c2e75fa4df	
1	knowledge			Risiken aufgrund physikalischer, chemischer und biologischer Gefahren im Zusammenhang mit Lebensmitteln und Getränken Risiken aufgrund physikalischer, chemischer und biologischer Gefahren im Zusammenhang mit Nahrungsmitteln und Getränken		Interpretation von Labortests in Bezug auf Parameter, die die Lebensmittelsicherheit gefährden, unter Berücksichtigung von Risiken aufgrund physikalischer, chemischer und biologischer Gefahren im Zusammenhang mit Lebensmitteln und Getränken.												http://data.europa.eu/esco/skill/bacbf3d2-c151-4911-b376-e664faa313e3	
1	knowledge			Nanomaterialien		Merkmale künstlich hergestellter Nanopartikel, die bestimmten Eigenschaften entsprechen, wie Herstellung im Nanobereich und Zusammensetzung aus Nanoobjekten gemäß ISO-Norm. Zu den bekannten Nanomaterialien zählen Kohlenstoff-Nanoröhrchen, Goldquantenpunkte oder Titandioxid.												http://data.europa.eu/esco/skill/badbd33c-3da8-43ae-a504-de388b988f4a	
1	knowledge			Samurai Web Testing Framework		Linux-Umgebung und spezielles Tool für Penetrationstests, das Sicherheitsmängel in Bezug auf potenziell unberechtigten Zugang zu Websites ermittelt.												http://data.europa.eu/esco/skill/baf1fadb-975a-42be-9744-d8ba02304d09	
1	knowledge			Versilberung		Verdampfung von Aluminium oder Silber in einer Vakuumkammer, in der sich Glasgegenstände wie Spiegel oder optische Instrumente befinden, um diese mit einer Reflexionsschicht zu versehen. Bei einigen Methoden wird auch reiner Sauerstoff oder eine Quarzschicht verwendet.												http://data.europa.eu/esco/skill/bb46675c-6c2c-4a5c-bdf7-9ea3f5dcf332	
1	knowledge			Holzschnitte		Verschiedene Arten des Holzschnitts, quer oder längs zur Faser und radial oder tangential zum Kern. Verhalten von Holzschnitten unter verschiedenen Bedingungen und optimaler Zuschnitt für einen bestimmten Zweck. Einfluss besonderer Attribute des Holzes, wie Knoten oder Defekte.												http://data.europa.eu/esco/skill/bb933bf6-e9a6-4dd8-8c88-0d8bacae30a5	
1	knowledge			Lebensmittelzutaten Nahrungsmittelzutaten		Technische Merkmale der Formulierung von Zutaten für Lebensmittel.												http://data.europa.eu/esco/skill/bb992d83-2d7d-4618-9109-0f0e04881a8e	
1	knowledge			SAP R3		Techniken und Grundsätze der Softwareentwicklung wie Analyse, Algorithmen, Programmierung, Testen und Kompilieren von Programmierparadigmen in SAP R3.												http://data.europa.eu/esco/skill/bb99af26-71ff-4dca-bde7-1eb1f6194426	
1	knowledge			Geschichte der Straßenkunst		Geschichte und Tradition der Straßenperformance und Straßenkunst.												http://data.europa.eu/esco/skill/bbea4ace-4bac-488d-8675-3286d420e20c	
1	knowledge			Phasen der normalen Entwicklung		Abfolge der Hauptphasen der normalen Entwicklung – die kognitiven, emotionalen und sozialen Reifungsprozesse über die menschliche Lebensspanne hinweg.												http://data.europa.eu/esco/skill/bbff1ad2-cdb9-4def-9c16-1d36af146a30	
1	knowledge			Sägeblatttypen Arten von Sägeblättern		Beim Sägen verwendete Sägeblatttypen, wie Bandsägeblätter, Quersägeblätter und Sägeblätter für Sperrholz aus Werkzeugstahl, Karbid, Diamant oder anderen Materialien.												http://data.europa.eu/esco/skill/bc038a0a-27af-4d9b-a6b5-93b9d9314d21	
1	knowledge			"Fischereirecht Rechtsvorschriften im Bereich der Fischerei
Fischereigesetze"		Untersuchung und Prüfung verschiedener Ansätze für die Fischereiverwaltung unter Berücksichtigung internationaler Verträge und Industrienormen zur Analyse der Fischereivorschriften. 												http://data.europa.eu/esco/skill/bc05eaf7-8d1f-46e3-8834-9d45c4e92831	
1	knowledge			Nanoelektronik		Quantenmechanik, Dualismus von Welle und Teilchen, Wellenfunktionen und Wechselwirkung zwischen Atomen. Beschreibung von Elektronen im Nanobereich. Einsatz der Nanotechnologie in Elektronikbauteilen im molekularen Maßstab. 												http://data.europa.eu/esco/skill/bc1a03da-e78c-4956-9dc2-0da70711df80	
1	knowledge			Wärmeleitfähigkeit von Metallen thermische Leitfähigkeit von Metallen		Eigenschaft von Metallen, Wärme zu leiten.												http://data.europa.eu/esco/skill/bc28e22e-f1e1-4f60-a9a4-df26c38338dc	
1	knowledge			Urdu		Die Sprache Urdu.												http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490	
1	knowledge			Innovation in der Krankenpflege		Methoden und Instrumente zur Herbeiführung innovativer Veränderungen und Qualitätsverbesserungen im Bereich der Krankenpflege.												http://data.europa.eu/esco/skill/bc7a6b88-a279-4b6e-ac5e-21666bc51dae	
1	knowledge			Arten von Spielzeugmaterialien		Informationsbereich, der die Beschaffenheit und die verschiedenen Arten von Spielzeugmaterialien unterscheidet, wie Holz, Glas, Kunststoff, Stahl usw.												http://data.europa.eu/esco/skill/bc87f316-b87f-456f-b8bb-0e6efa965999	
1	knowledge			audiovisuelle Produkte		Die verschiedenen Arten audiovisueller Produkte und ihre Anforderungen, wie Dokumentarfilme, Low-Budget-Filme, Fernsehserien, Aufzeichnungen, CDs usw.												http://data.europa.eu/esco/skill/bc8b2c74-cce5-497e-85c2-51d3ede632ad	
1	knowledge			Flechttechnik		Entwicklung, Herstellungsanforderungen, Eigenschaften und Bewertung von Geflechten.												http://data.europa.eu/esco/skill/bc93e930-3279-4cf0-8a0b-1faeac1c8c51	
1	knowledge			Umweltaspekte der Binnenschifffahrt		Berücksichtigung von Umweltaspekten des Schiffsbetriebs, damit Schiffe effizient und umweltfreundlich eingesetzt werden. Verständnis der Umweltaspekte der Binnenschifffahrt.												http://data.europa.eu/esco/skill/bc97c755-2174-4d02-adaf-21b8b1863742	
1	knowledge			Prinzipien des Spurenlesens Grundsätze des Spurenlesens		Die verschiedenen Elemente zur Bestimmung des Aufenthaltsorts eines Tieres oder einer Person durch Lesen und Interpretieren der hinterlassenen Spuren und Zeichen, des Kots oder der Störung der direkten Umgebung. Weitere wichtige Elemente sind das Alter und die Größe der Spuren.												http://data.europa.eu/esco/skill/bc9f3c50-ff9f-42b5-a2e9-c388779c707b	
1	knowledge			Moderne Portfolio-Theorie Portfoliotheorie		Finanztheorie, mit der versucht wird, durch die Wahl der richtigen Kombination von Finanzprodukten entweder die Rendite einer Investition entsprechend dem Risiko zu maximieren oder das Risiko für die erwartete Rendite einer Investition zu verringern.												http://data.europa.eu/esco/skill/bcadc519-00f4-43bc-9373-054f4ac717cb	
1	knowledge			Servieren von Speisen		Verschiedene Aspekte wie die Verfahren und Techniken, den Verbrauchern Lebensmittel zu servieren.												http://data.europa.eu/esco/skill/bcd2698e-7862-4f08-a3d1-7b3d5c4de999	
1	knowledge			Tai-Chi Taijiquan		Traditionelle medizinische Praxis, die ursprünglich als Kampfsport konzipiert war, auf chinesischen philosophischen Grundsätzen beruht und dafür bekannt ist, dass sie zur Selbstverteidigung dienen kann und gesundheitliche Vorteile bringt.												http://data.europa.eu/esco/skill/bcfe38c7-7495-4cbc-894b-e321e3a30717	
1	knowledge			Sportveranstaltungen		Verständnis verschiedener Sportveranstaltungen und -bedingungen, die etwas bewirken können.												http://data.europa.eu/esco/skill/bd0e1723-ecd4-418a-9e76-b2539b75e660	
1	knowledge			"Cloud-Technologien Cloud-Anwendungen
Cloud-Technologie
Cloud Computing
Cloudtechnologien
Cloud-Infrastrukturen"		Technologien, die den Zugang zu Hardware, Software, Daten und Diensten über Remoteserver und Softwarenetze unabhängig von deren Standort und Architektur ermöglichen.												http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0	
1	knowledge			maritime meteorologische Informationen auswerten Seewetterbericht auswerten		Wissenschaftliches Fachgebiet, das meteorologische Informationen auswertet und zur Gewährleistung der Sicherheit im Seeverkehr verwendet.												http://data.europa.eu/esco/skill/bd3f0b14-fd20-4b7c-81e8-a8fe6fbd8c8d	
1	knowledge			Konzepte der Unternehmensstrategie		Terminologie in Bezug auf die Gestaltung und Umsetzung wichtiger Trends und Ziele, die von den Führungskräften einer Organisation unter Berücksichtigung der Ressourcen, des Wettbewerbs und der Umwelt verfolgt werden.												http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95	
1	knowledge			Shiatsu		Ergänzende medizinische Massagetherapie, die auf dem theoretischen Rahmen traditioneller chinesischer Medizin basiert und bei der nach den Grundsätzen der Shiatsu mittels Fingermassagen bei den Patienten Stress abgebaut und Schmerzen gelindert werden.												http://data.europa.eu/esco/skill/bd770b66-679d-4304-a148-6b17e026a1cb	
1	knowledge			"Lungen- und Bronchialheilkunde pulmonologie
lungenheilkunde
pulmologie
pneumologie
atemwegsmedizin
pneumonologie"		Die Lungen- und Bronchialheilkunde ist ein in der EU-Richtlinie 2005/36/EG genanntes medizinisches Fachgebiet.												http://data.europa.eu/esco/skill/bd960649-0b5b-4a92-a4de-d00f4c4aa3a5	
1	knowledge			Maschinen und Geräte für Aquakulturanbau		Verständnis der Zeichnungen und Pläne von Maschinen und Geräten für Aquakulturanbau												http://data.europa.eu/esco/skill/bda1c8da-0ead-4d38-93ff-f899d0402fde	
1	knowledge			Technologiefolgenabschätzung im Gesundheitswesen		"Die Bewertung der Eigenschaften, der Leistung und der Auswirkungen von Gesundheitstechnologien mit dem Ziel, die direkten und indirekten Auswirkungen von Gesundheitstechnologien sowie ihre erwünschten und unerwünschten Folgen zu ermitteln.
   "												http://data.europa.eu/esco/skill/bdb4f02e-72d5-41ca-a662-0498dc3fb070	
1	knowledge			Maischverfahren Maischprozess		Durchführung des Maischverfahrens und Verständnis seines Einflusses auf die Würzequalität und den Charakter des fertigen fermentierten Getränks.												http://data.europa.eu/esco/skill/bdc65e93-5949-4682-9b75-d36f4bf084c2	
1	knowledge			Agrarpolitik		Die öffentliche Verwaltung und die regulatorischen Aspekte des Agrarsektors sowie die Anforderungen, die notwendig sind, um politische Maßnahmen zu entwickeln.												http://data.europa.eu/esco/skill/bde3acd6-e997-4b74-8432-5ea2cf39633e	
1	knowledge			Theologie		Lehre, nach der religiöse Ideen, Konzepte und alles Göttliche systematisch und rational reflektiert, erklärt und kritisch beleuchtet werden.												http://data.europa.eu/esco/skill/bde6d525-01e0-4d50-ac46-a6314274c1d6	
1	knowledge			Frostbite (Videospielerstellungssysteme)		Spiel-Engine, deren Software-Framework aus integrierten Entwicklungsumgebungen und speziellen Designwerkzeugen besteht, die für die schnelle Iteration von Computerspielen der Nutzer konzipiert wurden.												http://data.europa.eu/esco/skill/be149bed-a789-48ee-832b-620ccf776af9	
1	knowledge			Geschäftskredite Geschäftsdarlehen		Kredite, die für geschäftliche Zwecke bestimmt sind und besichert oder unbesichert sein können, je nachdem, ob eine Sicherheit hinterlegt ist oder nicht. Zu den verschiedenen Arten von Geschäftskrediten zählen Bankkredite, Mezzanine-Finanzierung, Asset Based Finance und Rechnungsfinanzierung.												http://data.europa.eu/esco/skill/be252635-341e-4b1c-b94f-aef362b645ed	
1	knowledge			Rechtschreibung Orthografie		Regeln für die Schreibung von Wörtern.												http://data.europa.eu/esco/skill/be3f635b-b400-4eb3-b4cc-c44a34f26eae	
1	knowledge			Arten audiovisueller Formate		Zu den verschiedenen Audio- und Videoformaten zählen auch digitale Formate.												http://data.europa.eu/esco/skill/be457a1c-5973-4781-9bb8-809703931f43	
1	knowledge			"Gartenbau Gartenkunst
Gartenbaukunst
gärtnerische Gestaltung"		"Gestaltung gartenbaulicher Nutzflächen unter Berücksichtigung von Faktoren wie Klima und Mikroklima, Topografie und Ausrichtung, Grundstücksentwässerung und Grundwasseranreicherung, kommunale und ressourcenbezogene Bauordnungen, Böden und Bewässerung, Begehbar- und Befahrbarkeit usw. 
 
 "												http://data.europa.eu/esco/skill/be6eac29-bb46-492d-a511-2438fca420bd	
1	knowledge			Swift (Computerprogrammierung)		Techniken und Grundsätze der Softwareentwicklung wie Analyse, Algorithmen, Programmierung, Testen und Kompilieren von Programmierparadigmen in Swift.												http://data.europa.eu/esco/skill/be80acfc-b6f2-4411-9b8d-b19d9cd2556a	
1	knowledge			Grundsätze der Verbrennungsmotoren		Grundkenntnisse und Verständnis der verschiedenen Motortypen sowie deren Bauart und Leistung.												http://data.europa.eu/esco/skill/be99117b-49a1-4ec2-a670-e9baac66c1bd	
1	knowledge			Pharmaindustrie		Anbieter, Zielgruppe, Produkte und Wettbewerber auf dem Pharmamarkt.												http://data.europa.eu/esco/skill/bea8009d-7d73-4daf-bbe8-39870aa3cceb	
1	knowledge			"Herstellung von Heizanlagen Herstellung von Heizgeräten
Herstellung von Heiz- und Warmwasserbereitungsgeräten
Herstellung von Erwärmungsanlagen"		Herstellung von Elektroöfen und von Warmwasserbereitern durch Metallverarbeitungsprozesse.												http://data.europa.eu/esco/skill/beba7567-b897-4832-84b5-67d3ae38fd99	
1	knowledge			Vorschriften für die zivile Luftfahrt		Kenntnis der Vorschriften, Regeln und Signale der zivilen Luftfahrt, einschließlich Rangiersignalen.												http://data.europa.eu/esco/skill/bebb3e1a-1c39-474a-b452-57e51c1b09fd	
1	knowledge			"IKT-Projektmanagement-Methoden Methoden des IKT-Projektmanagements
Softwareentwicklungsmethoden
IKT-Projektmanagement-Methode
IKT-Projektmanagementmethoden
Informationss- und Kommunikationstechnologie-Methoden
IT-Projektmanagement-Methoden Code and fix development
Extreme project management
Kanban
Benefits realization management
Critical chain project management"		Methoden oder Modelle zur Planung, Verwaltung und Überwachung von IKT-Ressourcen, um spezifische Ziele zu erreichen. Dazu zählen die Wasserfall-, inkrementelle, V-Modell-, Scrum- oder agile Methode sowie die Nutzung von IKT-Werkzeugen für das Projektmanagement.												http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9	
1	knowledge			Aurikulotherapie		Alternative Therapieform, die von der Vorstellung ausgeht, dass das Ohr ein Mikrosystem ist, das den gesamten Körper widerspiegelt. Die physischen, geistigen und emotionalen Gesundheitszustände können somit durch Reflexzonenmassage und Akupunktur der Ohrmuschel behandelt werden.												http://data.europa.eu/esco/skill/becbbfa0-d5e1-4b73-beba-d65e48920360	
1	knowledge			"Projekte zum Schutz von Wildtieren Wildtier-Projekte
Wildlife-Projekte"		Tier- und Artenschutzprojekte mit dem Ziel, die Ökosysteme und Lebensräume eines breiten Spektrums von Tieren, die von der Verstädterung bedroht sind, zu schützen und zu erhalten.												http://data.europa.eu/esco/skill/bed97655-cb0c-4f05-bfd7-9a79d058619d	
1	knowledge			Moodle		E-Learning-Plattform zur Erstellung, Verwaltung, Organisation, Veröffentlichung und Bereitstellung von E-Learning-Kursen oder Schulungsprogrammen.												http://data.europa.eu/esco/skill/bedd8fa7-5a64-4134-9095-58f5709e25e4	
1	knowledge			Materialien des Landschaftsbaus		Informationsbereich, der zwischen bestimmten benötigten Materialien unterscheidet, wie Holz und Hackspänen, Zement, Kieselsteinen und Böden für die Landschaftsgestaltung.												http://data.europa.eu/esco/skill/bf056c12-eaba-4f00-b5a9-c4add7f841f3	
1	knowledge			Investmentanalyse		Methoden und Instrumente zur Analyse einer Investition im Vergleich zur potenziellen Rendite. Ermittlung und Berechnung der Rentabilitätskennziffer und der finanziellen Indikatoren in Bezug auf die damit verbundenen Risiken als Orientierungshilfe bei Investitionsentscheidungen.												http://data.europa.eu/esco/skill/bf12b461-1c53-4d81-a395-8ba77f7483c4	
1	knowledge			Geschichte der Mode Modegeschichte		Trachten und kulturelle Bräuche im Bereich Bekleidung.												http://data.europa.eu/esco/skill/bf1b6671-e8f4-4633-932e-15236780037b	
