ElementID	Dimension	Type Level 1	Type Level 2	Type Level 3	Type Level 4	Definition	Industry	Bildungsweg 1	Bildungsweg 2	Bildungsweg 3	Bildungsweg 4	Bildungsweg 5	Bildungsweg 6	Bildungsweg 7	Bildungsweg 8	Bildungsweg 9	Bildungsweg 10	Source	Connection SwissICT Model
1	knowledge			Finanzanalyse		Verfahren zur Bewertung der finanziellen Möglichkeiten, der Mittel und des Status einer Organisation oder Person durch die Analyse von Jahresabschlüssen und Berichten, um sachkundige geschäftliche oder finanzielle Entscheidungen zu treffen.												http://data.europa.eu/esco/skill/99571e68-801f-49af-a897-5f75996642e1	
1	knowledge			Wasserscheidenentwicklung		Die Studie der maßgeblichen Merkmale einer Wasserscheide, die auf die nachhaltige Verteilung ihrer Ressourcen  ausgerichtet sind, und der Prozess der Aufstellung und Umsetzung von Plänen, Programmen und Projekten zur Erhaltung und Verbesserung der Wasserscheidenfunktionen, von denen Pflanzen, Tiere und Menschen innerhalb eines Wassereinzugsgebiets betroffen sind.												http://data.europa.eu/esco/skill/995f7d9c-45c9-4622-b704-739982ff9070	
1	knowledge			"Objective-C Objective-C 2.0
Smalltalk and C
Objective C++
Object-C
Obj-C C and Smalltalk
ObjectiveC
Objective c
Object C
ObjC
Obj C
Objective C plus plus
Objc
Objective-c
Obj-c
Objective-C++
Objective C"		Techniken und Grundsätze der Softwareentwicklung, wie Analyse, Algorithmen, Codierung, Tests und Zusammenstellung von Programmierparadigmen in Objective-C.												http://data.europa.eu/esco/skill/9973a5a2-7822-4161-99e9-95c781eb63f8	
1	knowledge			Gesundheitsdatensysteme		Die Arten von Systemen, mit denen Daten über die Gesundheitsversorgung verwaltet und gepflegt werden.												http://data.europa.eu/esco/skill/99814cb0-5f6c-4663-99a4-af28b11d5d2f	
1	knowledge			EDV-Ausstattung		Die angebotenen Computer, Computer-Peripheriegeräte und Softwareprodukte, ihre Funktionen, Eigenschaften und gesetzlichen und aufsichtsrechtlichen Vorschriften.												http://data.europa.eu/esco/skill/9983816d-cc78-4d3f-9e3c-c7baa9ebc77a	
1	knowledge			Druckmedien		Spezifische Techniken für verschiedene Druckoberflächen wie Kunststoffe, Metall, Glas, Textilien, Holz und Papier.												http://data.europa.eu/esco/skill/99981dbd-6f0f-495d-a67f-20ad0f9ef6f3	
1	knowledge			Fachkrankenpflege		Die Analyse komplexer klinischer Probleme, die Diagnose, die Einleitung und die Bewertung von Behandlungsmaßnahmen für Patienten in einem berufsübergreifenden Umfeld, innerhalb des Fachgebiets.												http://data.europa.eu/esco/skill/99a09006-31f4-41d3-b3aa-feb2aeff730b	
1	knowledge			illegale Substanzen		Verbotene Stoffe, die nicht von einem Gebiet in ein anderes verbracht oder von einer Einzelperson mitgeführt werden können, sowie deren Art und Handhabung.												http://data.europa.eu/esco/skill/99b04058-e4c1-4808-923b-32cc49aa5e13	
1	knowledge			Buchungsvorgänge		Die Finanztransaktionen, die in den Rechnungsführungssystemen oder den Büchern eines Unternehmens erfasst werden, zusammen mit den mit dem Eintrag verbundenen Metadaten wie Datum, Betrag, betroffene Posten und Beschreibung der Transaktion.												http://data.europa.eu/esco/skill/99b163e8-7815-43e2-83f3-a47f3076354c	
1	knowledge			Kostenmetriken		Kenntnis verschiedener Routing-Protokolle zur Berechnung von Routen; Vergleich verschiedener möglicher Routen und Ermittlung der effizientesten Route. Verständnis der topologischen und Link-State-Datenbanken.												http://data.europa.eu/esco/skill/99c45fa5-093a-4fb9-b682-4ca46e552e33	
1	knowledge			Gesundheitserziehung		Die Faktoren, die die Gesundheit und das Bildungskonzept beeinflussen, um Menschen dabei zu unterstützen, gesunde Lebensentscheidungen zu treffen.												http://data.europa.eu/esco/skill/99c90174-eb03-4221-b1b6-1ad8b7035e15	
1	knowledge			Farbspritztechniken		Informationsfeld, das verschiedene Arten von Farbspritzgeräten und -techniken unterscheidet, sowie die Reihenfolge, in der die Teile gespritzt werden sollten.												http://data.europa.eu/esco/skill/99efce9c-a460-4e7e-873e-08a75da40061	
1	knowledge			Einhaltung der Informations-Governance		Die Politik in Bezug auf die Prozesse und Verfahren für die Nutzung von Informationen, das Gleichgewicht zwischen Informationsverfügbarkeit und -sicherheit und Rechten des geistigen Eigentums sowie dem Schutz personenbezogener Daten.												http://data.europa.eu/esco/skill/9a0d0abc-010d-440b-8242-7e31510471ba	
1	knowledge			intermodale Optionen		Kenntnis aktueller und künftiger intermodalen Optionen und Alternativen wie Huckepack-Systeme, Zweiwegesysteme, Schienen-Wasser-Systeme, Schienen-Luft-Systeme, Huckepack-Systeme mit niedrigen Ladeflächen oder Wendezug-Sprinter.												http://data.europa.eu/esco/skill/9a16345b-337f-4c0b-a344-68182cd015c6	
1	knowledge			ABBYY FineReader		Das Computerprogramm ABBYY FineReader ist eine Software, die gedruckte und maschinengeschriebene Bilder elektronisch in einen maschinenlesbaren Text umwandelt, sodass die Dokumente elektronisch gespeichert, bearbeitet und digital ausgestellt werden können.												http://data.europa.eu/esco/skill/9a35cb50-8106-45f9-8aba-2df99dd6f913	
1	knowledge			Nutztierhaltungssysteme		Die Zuweisung von landwirtschaftlichen Ressourcen im Zusammenhang mit Nutztierhaltungs- und Viehzuchtsystemen.												http://data.europa.eu/esco/skill/9a6e9f3a-830d-4bdf-9aee-3db636e8e93d	
1	knowledge			professionelle Dokumentation in der Gesundheitsversorgung		Die im von Gesundheitsberufen angewandten schriftlichen Standards zur Dokumentation der eigenen Tätigkeit.												http://data.europa.eu/esco/skill/9a7cc3c2-b529-44a4-ab8e-f04fc91362e2	
1	knowledge			Kautschuktechnologie		"Kautschukeigenschaften und Mischungsmethoden, die es ermöglichen, verschiedene Kautschuktypen und Mikro-/Makroeigenschaften von Kautschukmischungen zu erforschen.
	"												http://data.europa.eu/esco/skill/9aabb257-530a-4a38-83c8-35ca52caa954	
1	knowledge			Slowenisch		Die slowenische Sprache. Slowenisch ist eine Amts- und Arbeitssprache der EU.												http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554	
1	knowledge			Anodisierungs-Spezifikationen		Die verschiedenen Spezifikationen, die im Anodisierungsverfahren verwendet werden. Bei dreien davon handelt es sich um aluminiumbasierte Arten der Anodisierung (Chromsäure-, Schwefelsäure- und Hartanodisieren), es fallen jedoch auch nicht aluminiumbasierte Arten darunter, z. B. Phosphorsäure-Anodisieren, Anodisieren mit organischen Säuren, plasmaelektrolytische Anodisierung und Borat- und Tartrat-Lösungen.												http://data.europa.eu/esco/skill/9ad3c429-04d9-4ed5-acc2-9bdd345ee5ac	
1	knowledge			Channel-Marketing		Die Strategien und Verfahren, einschließlich des Channel-Verkaufs, die den direkten und indirekten Vertrieb von Produkten über Partner vorsehen, um die Produkte an den Endverbraucher zu bringen.												http://data.europa.eu/esco/skill/9af252ce-bf4d-411b-8daa-beb91df4257d	
1	knowledge			Offshore-Bauwerke und -Anlagen		"Strukturen und Anlagen, die in einer Meeresumwelt installiert sind und normalerweise der Erzeugung und Beförderung von Strom, Öl, Gas und anderen Ressourcen dienen.
	"												http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	
1	knowledge			Gujarati Gudscharati		Die Sprache Gujarati.												http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe	
1	knowledge			Rezirkulationssysteme Rückführsysteme		Die Merkmale und Funktionsweise komplexer Zirkulations-, Belüftungs- und Biofiltersysteme.												http://data.europa.eu/esco/skill/9b242812-7d88-4219-bac7-1195ecc4db51	
1	knowledge			Weiterverarbeitung von Bier nachgelagerte Verarbeitung von Bier		Das Verfahren nach der Gärung von Bier, einschließlich der Reifung und des Filtrierens.												http://data.europa.eu/esco/skill/9b512304-367b-4bde-b421-e2811c19d06e	
1	knowledge			Maschinenfunktionen Funktionen von Maschinen		Die verwendeten Maschinen und Geräte, insbesondere ihre Merkmale in Bezug auf Funktion und Kalibrierung, um die Einhaltung der Qualitäts- und Produktspezifikationen sowie die Sicherheit des Maschinenführers zu gewährleisten.												http://data.europa.eu/esco/skill/9b55d4b6-d015-4605-985e-5313a1e3face	
1	knowledge			Gesundheitssystem		Die Struktur und Funktion von Gesundheitsdiensten.												http://data.europa.eu/esco/skill/9b63d92b-5a3a-46b0-b2ba-c98b39ea5aaf	
1	knowledge			Evaluierung psychischer Leistung		Die Merkmale der Methoden zur Bewertung psychologischer Parameter.												http://data.europa.eu/esco/skill/9b7f6e90-50af-4d18-a6bb-9de1accbead8	
1	knowledge			Vergaberecht		"Nationales und europäisches Vergaberecht sowie die angrenzenden Rechtsbereiche und ihre Auswirkungen auf das öffentliche Auftragswesen.
   "												http://data.europa.eu/esco/skill/9b862976-aa05-4bde-8ed6-8f39790edd0f	
1	knowledge			Akutversorgung		Die Art der Versorgung, die Patienten bei einem kurzen und kritischen Krankheitsverlauf wie Trauma oder Erholung von einem chirurgischen Eingriff erhalten.												http://data.europa.eu/esco/skill/9b9244b4-6f62-4834-839b-19e9eba0a407	
1	knowledge			Kompassnavigation		Die Überwachung der Bewegung von einem Start- zu einem Endpunkt unter Verwendung eines Kompasses, der gedreht wird, bis seine Orientierungsnadel mit der mit „N“ beschrifteten Himmelsrichtung Nord übereinstimmt.												http://data.europa.eu/esco/skill/9b960424-c101-4e1b-b0bd-c5aa7ecbb559	
1	knowledge			JavaScript Framework		Die Entwicklungsumgebung von JavaScript, die besondere Funktionen und Komponenten (z. B. HTML-Generierungstools, Canvas Support oder Visual Designer) bietet, die die Entwicklung von JavaScript-Webanwendungen unterstützen und begleiten.												http://data.europa.eu/esco/skill/9b9de2a4-d8af-4a7b-933a-a8334ae60067	
1	knowledge			Obst- und Gemüseerzeugnisse		Die angebotenen Obst- und Gemüseerzeugnisse, ihre Funktionen, Eigenschaften und gesetzliche und aufsichtsrechtliche Vorschriften.												http://data.europa.eu/esco/skill/9babbf24-1523-4b74-9770-c07c447920cc	
1	knowledge			"Kontrollziele für Informations- und verwandte Technologien Rahmenwerk für die IT-Governance
COBIT
Kontrollziele für Informations- und verwandte Technologie
Control Objectives for Information and Related Technology
Kontrollziele für IT und verwandte Technologien
IT-Governance-Framework
Kontrollziel für Informations- und verwandte Technologien
Kontrollziele für IKT und verwandte Technologien"		Der Risiko- und Kontrollrahmen wie Kontrollziele für Informations- und verwandte Technologien (COBIT), der die Entscheidungsträger bei der Schließung der Lücke zwischen Geschäftsrisiken, Anforderungen und technischen Fragen unterstützt.												http://data.europa.eu/esco/skill/9bb7a97a-1a16-431e-8ea6-ad0f9f59aa0a	
1	knowledge			3D-Körperscantechnologie 3D-Körperscannertechnologie		Die Grundsätze und der Einsatz von Technologien für das 3D-Körperscannen zur Erfassung der Größe und der Form des menschlichen Körpers.												http://data.europa.eu/esco/skill/9bc3b9ae-50d8-4a32-857e-8cf8d9b4ba8e	
1	knowledge			"Kleinwindkrafterzeugung Kleinwindkraftanlagen
heimische Windkraftanlagen"		"Kleinwindkraftanlagen für die Stromerzeugung vor Ort (auf Dächern usw.) und ihr Beitrag zur Energieeffizienz.
	"												http://data.europa.eu/esco/skill/9be02d2d-9d45-400b-aa05-1e9aee7bd815	
1	knowledge			"Maschinenbau Maschinentechnik
Maschinenwesen"		Disziplin, die die Grundsätze der Physik, des Ingenieurwesens und der Werkstoffkunde anwendet, um mechanische Anlagen zu entwerfen, zu analysieren, herzustellen und instand zu halten.												http://data.europa.eu/esco/skill/9c071f1d-eac3-449d-b004-c14775b5a3b9	
1	knowledge			"medizinische Erstversorgung Erstversorgung
Erstbehandlung
Primärversorgung"		Die regelmäßige routinemäßige medizinische Versorgung von Patienten, die in der Regel von einem Arzt oder einem Krankenpfleger durchgeführt wird und die zu einer Entscheidung über das nachfolgende Vorgehen führt, das zur Lösung des Gesundheitsproblems des Patienten erforderlich ist.												http://data.europa.eu/esco/skill/9c1e94ad-6c81-4fce-bc16-f7cf2e730cf0	
1	knowledge			id Tech		Die Spiel-Engine „id Tech“ ist ein Software-Rahmen, der sich aus integrierten Entwicklungsumgebungen und spezialisierten Gestaltungswerkzeugen für die rasche Iteration von von Nutzern geschaffenen Computerspielen zusammensetzt.												http://data.europa.eu/esco/skill/9c48a5cc-d4a5-4cef-93f7-504902f35319	
1	knowledge			Hochwassersanierungsausrüstung		Betrieb der notwendigen Werkzeuge und Ausrüstungen für die Beseitigung von Hochwasserschäden und Sanierungsmaßnahmen, wie zum Abpumpen von Wasser aus Gebäuden.												http://data.europa.eu/esco/skill/9c5dbb72-563f-449d-ab89-56b8dfc271b6	
1	knowledge			Feinnadelbiopsie		Die Art der Biopsie, bei der eine dünne Nadel in ein Körpergewebe eingeführt und im Labor analysiert wird, um festzustellen, ob das Gewebe gutartig oder bösartig ist.												http://data.europa.eu/esco/skill/9c604f80-b430-40f3-8c88-e19e29899dbc	
1	knowledge			Philanthropie		"Die privaten Aktivitäten, die in großem Umfang soziale Zwecke unterstützen, oft durch die Spende hoher Geldbeträge. Diese Spenden werden in der Regel von wohlhabenden Einzelpersonen an eine Reihe von Organisationen geleistet, um sie bei ihren Aktivitäten zu unterstützen. Philanthropie zielt darauf ab, die Ursachen sozialer Probleme zu finden und zu bekämpfen, anstatt auf die kurzfristigen Folgen zu reagieren.
   "												http://data.europa.eu/esco/skill/9c652a9b-a773-4afa-becf-1186f9861fb9	
1	knowledge			Arten von Kunststoff Kunststoffsorten		Arten von Kunststoffen und deren chemische Zusammensetzung, physikalische Eigenschaften, mögliche Probleme und Nutzungen.												http://data.europa.eu/esco/skill/9c66b182-96ec-43b3-8821-2aeb7df66f12	
1	knowledge			Apfelsorten		Apfelsorten von süß bis sauer und deren Farben, Formen und Verwendungsgebiete.												http://data.europa.eu/esco/skill/9cb8e3cd-a86c-406d-ac5c-272aa07e2278	
1	knowledge			solare Absorptionskühlanlage		"Die solare Absorptionskühlung ist ein wärmeaktiviertes Kühlsystem, das auf einem Lösungsabsorptionsprozess basiert. Sie trägt zur Energieeffizienz bei.
	"												http://data.europa.eu/esco/skill/9ccb56ee-3d5f-4d48-8692-8f96fe1e4adb	
1	knowledge			psychologische Entwicklung Heranwachsender psychologische Entwicklung Jugendlicher		Verständnis der Entwicklungen und der Entwicklungsbedürfnisse von Kindern und Jugendlichen, Beobachtung des Verhaltens und der Bindungsbeziehungen zur Ermittlung von Entwicklungsverzögerungen.												http://data.europa.eu/esco/skill/9ccecb58-e720-4465-b309-46e362ca6f75	
1	knowledge			Mikromontage		Das Zusammenbauen von Nano-, Mikro- oder Mesoskala-Systemen und -Komponenten mit Abmessungen zwischen 1 μm und 1 mm. Aufgrund der Notwendigkeit der Genauigkeit eines Mikromaßstabes erfordern Mikromontagen eine zuverlässige Ausrüstung für die visuelle Abstimmung, wie Ionenstrahl-Bildgebungssysteme und stereoelektronische Mikroskope, sowie Präzisionswerkzeuge und -maschinen wie Mikrogreifer. Die Mikrosysteme werden anhand der Techniken Dotierung, dünne Schichten, Radierung, Bonden, Mikrolithografie und Polieren montiert.												http://data.europa.eu/esco/skill/9cd87d80-9718-47e1-9ed4-cd85cbfebd0a	
1	knowledge			Abläufe nach der Sekundarstufe		Die internen Arbeitsabläufe in einer Schule nach der Sekundarstufe, wie die Struktur der entsprechenden Bildungsunterstützung und -verwaltung und die Strategien und Regelungen.												http://data.europa.eu/esco/skill/9cdec88a-fe17-4f9a-9247-1f1802ab7408	
1	knowledge			IKT-Softwarespezifikationen		Merkmale, Nutzung und Betrieb verschiedener Softwareprodukte wie Computerprogramme und Anwendungssoftware.												http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc	
1	knowledge			Gleisgeometrienormen		Gründliche Kenntnisse der Merkmale und Anforderungen der Gleisgeometrie in Bezug auf die horizontale und vertikale Ausrichtung in Bezug auf Krümmung und Streckengeschwindigkeiten.												http://data.europa.eu/esco/skill/9cec5105-febf-4748-b2f6-067b304660eb	
1	knowledge			Typen von Entgratbürsten		Typen von Schleifbürsten, die beim Entgraten verwendet werden, ihre Eigenschaften und Nutzungsgebiete, wie etwa Innenbürsten, Rohrbürsten, Topfbürsten, Rund-/Scheibenbürsten und montierte Rundbürsten.												http://data.europa.eu/esco/skill/9cf03ba0-461b-4710-b705-8143aa9deafc	
1	knowledge			"Abfragesprachen Retrievalsprachen OttoQL,
OCL
Gellish
DMX
OQL
ReQL
ISBL
Datalog
CQLF
XSPARQL
FQL
Poliqarp
query languages
YQL
SPL
QUEL
RDQL
OPath,
Concept-Oriented
HTSQL
F-logic
MQL
TMQL
SuprTool
.QL
XPath"		Das Feld der standardisierten Computersprachen für das Auffinden von Informationen in einer Datenbank und von Dokumenten, die die benötigten Informationen enthalten.												http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586	
